rule_id,file,s_id,character,position,form_before,form_after
c031,XML/PaiwanCh2_058.xml,058S33,',0,"'idu alapan amen ta vaqu i salang,' aya-u ti Puɫaɫuɫaɫuyan.""","""idu alapan amen ta vaqu i salang,"" aya-u ti Puɫaɫuɫaɫuyan."""
c031,XML/PaiwanCh2_058.xml,058S33,',34,"'idu alapan amen ta vaqu i salang,' aya-u ti Puɫaɫuɫaɫuyan.""","""idu alapan amen ta vaqu i salang,"" aya-u ti Puɫaɫuɫaɫuyan."""
c031,XML/PaiwanCh2_073.xml,073S32,',0,"'masiaq tua qaliqali,' aya tia kina.""","""masiaq tua qaliqali,"" aya tia kina."""
c031,XML/PaiwanCh2_073.xml,073S32,',21,"'masiaq tua qaliqali,' aya tia kina.""","""masiaq tua qaliqali,"" aya tia kina."""
c031,XML/PaiwanCh2_051.xml,051S14,',52,"tja paputsekeɫaw tia Idjuidjung kati Tjukutjuku; sa 'papuvaɫutu a su qintsi a zua maɫe taiday,' tja ayavaw ti sa Idjuidjung.""","tja paputsekeɫaw tia Idjuidjung kati Tjukutjuku; sa ""papuvaɫutu a su qintsi a zua maɫe taiday,"" tja ayavaw ti sa Idjuidjung."""
c031,XML/PaiwanCh2_051.xml,051S14,',94,"tja paputsekeɫaw tia Idjuidjung kati Tjukutjuku; sa 'papuvaɫutu a su qintsi a zua maɫe taiday,' tja ayavaw ti sa Idjuidjung.""","tja paputsekeɫaw tia Idjuidjung kati Tjukutjuku; sa ""papuvaɫutu a su qintsi a zua maɫe taiday,"" tja ayavaw ti sa Idjuidjung."""
c031,XML/PaiwanCh2_075.xml,075S12,',7,"""manu, 'patseki a su lima,' nu aya ken, su patsekan a su lima?"" aya ti qam.","""manu, ""patseki a su lima,"" nu aya ken, su patsekan a su lima?"" aya ti qam."
c031,XML/PaiwanCh2_075.xml,075S12,',26,"""manu, 'patseki a su lima,' nu aya ken, su patsekan a su lima?"" aya ti qam.","""manu, ""patseki a su lima,"" nu aya ken, su patsekan a su lima?"" aya ti qam."
c031,XML/PaiwanCh2_075.xml,075S23,',7,"""manu, 'seqasu a su lima,' nu aya ken, su seqasen a su lima?"" aya ti qam.","""manu, ""seqasu a su lima,"" nu aya ken, su seqasen a su lima?"" aya ti qam."
c031,XML/PaiwanCh2_075.xml,075S23,',25,"""manu, 'seqasu a su lima,' nu aya ken, su seqasen a su lima?"" aya ti qam.","""manu, ""seqasu a su lima,"" nu aya ken, su seqasen a su lima?"" aya ti qam."
c031,XML/PaiwanCh2_050.xml,050S17,',0,"'kaituvutuvungu,' nu ku su ayain, inika sun a kilangda.""","""kaituvutuvungu,"" nu ku su ayain, inika sun a kilangda."""
c031,XML/PaiwanCh2_050.xml,050S17,',16,"'kaituvutuvungu,' nu ku su ayain, inika sun a kilangda.""","""kaituvutuvungu,"" nu ku su ayain, inika sun a kilangda."""
c031,XML/PaiwanCh2_050.xml,050S39,',7,"""sa-u; 'idu,' aya-u, kina.""","""sa-u; ""idu,"" aya-u, kina."""
c031,XML/PaiwanCh2_050.xml,050S39,',12,"""sa-u; 'idu,' aya-u, kina.""","""sa-u; ""idu,"" aya-u, kina."""
c031,XML/PaiwanCh2_047.xml,047S12,',0,"'tsugtsugan anga,' nu aya mun, avan a ku sitsugtsug.""","""tsugtsugan anga,"" nu aya mun, avan a ku sitsugtsug."""
c031,XML/PaiwanCh2_047.xml,047S12,',17,"'tsugtsugan anga,' nu aya mun, avan a ku sitsugtsug.""","""tsugtsugan anga,"" nu aya mun, avan a ku sitsugtsug."""
c031,XML/PaiwanCh2_047.xml,047S22,',6,"""azua 'laɫa-an anga,' aya mun; saka uzay namatsay anga.""","""azua ""laɫa-an anga,"" aya mun; saka uzay namatsay anga."""
c031,XML/PaiwanCh2_047.xml,047S22,',20,"""azua 'laɫa-an anga,' aya mun; saka uzay namatsay anga.""","""azua ""laɫa-an anga,"" aya mun; saka uzay namatsay anga."""
c031,XML/PaiwanCh2_047.xml,047S23,',6,"""azua 'laɫa-an anga,' aya men, ala avan a su sipakanan, nia siaya; saka nakuya tsu,"" aya.","""azua ""laɫa-an anga,"" aya men, ala avan a su sipakanan, nia siaya; saka nakuya tsu,"" aya."
c031,XML/PaiwanCh2_047.xml,047S23,',20,"""azua 'laɫa-an anga,' aya men, ala avan a su sipakanan, nia siaya; saka nakuya tsu,"" aya.","""azua ""laɫa-an anga,"" aya men, ala avan a su sipakanan, nia siaya; saka nakuya tsu,"" aya."
c031,XML/PaiwanCh2_084.xml,084S7,',17,"""na i umaq amen; 'ka i umaqi anga,' ka aya mun tjanuamen.","""na i umaq amen; ""ka i umaqi anga,"" ka aya mun tjanuamen."
c031,XML/PaiwanCh2_084.xml,084S7,',34,"""na i umaq amen; 'ka i umaqi anga,' ka aya mun tjanuamen.","""na i umaq amen; ""ka i umaqi anga,"" ka aya mun tjanuamen."
c031,XML/PaiwanCh2_084.xml,084S11,',0,"'aki maya sema vavua,' aya men.""","""aki maya sema vavua,"" aya men."""
c031,XML/PaiwanCh2_084.xml,084S11,',21,"'aki maya sema vavua,' aya men.""","""aki maya sema vavua,"" aya men."""
